@relation langid_train

@attribute language_class {EN,FR,SP}
@attribute text String

@data
EN,'VATICAN CITY -- As soon as he says \"yes\" to being pope, the new head of the Roman Catholic Church will make his first major decision: He\'ll choose a new name.'
EN,'John Howard earned that right.'
EN,'Jordan Downs added a two-run shot in the fourth inning, and Arthur manufactured runs in the fifth and sixth.Arthur (29-5) managed only six hits off of Hoey, who fell to 7-2. The problem was that two of those hits produced five runs.\"'
EN,'Michael Ballack restored Bayern\'s advantage three minutes before the break, but Mainz refused to admit defeat and equalised again through Michael Thurk before Makaay made the difference with two further goals in the 83rd and 89th minutes.'
EN,'The Gunners may not have as good a team as Siberia, but if they can shake off their mental block in Europe then there is still plenty England\'s foremost football club can achieve.'
EN,'Instead of meeting in the middle, or anywhere on the playing field for that matter, they slam into each other.'
EN,'She said it would negotiate with the airport for more space if US Airways were to reduce service there, she said.'
EN,'\"God bless them and semper fi.\"'
EN,'Then, when a tire failure caused Raikkonen\'s suspension to break just as the last lap began, Alonso was there to seize the victory.'
EN,'\"I think they know they have great support and compassion from all of us.\"'
EN,'His innovative workshops have informed and inspired people nationwide.'
EN,'Every parent wants to be seen as doing a good job, so you may need to hear her problems and concerns before you continue.'
EN,'Nesser and her Girl Scout troop began researching the anti-bacterial cleaners to earn a Bronze Award â€” the Junior Girl Scout equivalent of the Nobel Prize.'
EN,'Officials at two federal agencies, one that deals with Medicaid and another that deals with community health clinics, said the question has not come up before.'
EN,'My time at Manchester United taught me what it takes to be a champion and people must have faith in that.'
EN,'Closer Eddie Guardado didnt get into the Seattle-Oakland game Saturday, but he threw a big pitch, anyway.'
EN,'A handful of family members from both Lunsford\'s and Dannemiller\'s family were in attendance along with two former jury members.'
EN,'Company filed SEC Form 8-K, related to the partnership.'
EN,'And Hahn\'s lawyerly _ some say drab _ image left him open to criticism that he isn\'t up to being the public face of star-studded L.A.'
EN,'River Ridge senior outfielder Janet Houck was named softball player of the year, while Land O\' Lakes district champion Vu-Anh Thai won the honor for boys tennis.'
EN,'On paper Milan would normally be expected to beat Palermo but Ancelotti is unlikely to field a strong side given their slim chances in the league and the impending Champions League final against Liverpool in Istanbul on Wednesday.'
EN,'Ask Hickenlooper about the policy and he says people want it both ways - for him to effect change at his restaurants and, at the same time, for the restaurants to remain in a blind trust.'
EN,'Edgar Prado, who rode Indy Storm, also saw the blur.'
EN,'The second time, the clerk asked the person\'s age, but received a false or ambiguous reply, he said.\"'
EN,'Heejin Koo in Seoul at hjkoo@bloomberg.net.'
EN,'If we want to continue the fight against terrorism, then we need each other I\'m still optimistic,\" Balkenende told reporters.'
EN,'India is wooing international telecom companies to expand operations and invest the considerable amounts needed to increase the number of Internet subscribers to 40 million, including 20 million broadband connections, by the end of 2010.'
EN,'It could easily be the most striking change ever in the region, establishing a new high in demographics, lifestyle and affluence in the region.'
EN,'Hamilton\'s 22.0 scoring average is second to Bob Lanier\'s (25.6 in 22 games).'
EN,'People are going to think I had all the easy words,\" Day said after his victory Tuesday night at a Lincoln tavern.But he didn\'t have it so easy.'
EN,'In 1999 Occhilupo won the event and continued on to win a celebrated world title.'
EN,'Well, on this 30th anniversary of achieving of statehood, here is our chance to show our real colours.'
EN,'He wanted to be a doctor.'
EN,'Bob White, Mesa\'s parks and recreation director, said he expects to have a staff of three people by September who will focus on researching local businesses in hopes of funding sponsorships for some of the eliminated program.'
EN,'But it never goes perfectly in any team\'s season.'
EN,'In the last months of her life, Salmah occasionally had her hospital room decorated with jasmine, her favourite flowers.'
EN,'But Dan Bruckart picked up the slack from the fifth inning on, allowing four hits but striking out five.'
EN,'On the maintenance side, the facility has ample parking for buses, gas pumps on site, a drive-through bus wash, a chassis-wash area and covered parking for the department\'s wooden-sided trollies.'
EN,'After that, I said, \'I don\'t want to drive; you\'ll never get me to drive.'
EN,'Both attorneys also argued for limiting testimony by two key witnesses, including that of convicted heroin dealer Charles William Dailey Jr., formerly of Graysville and Washington.'
EN,'The rules would make it compulsory for multiplexes to screen Marathi films if they wanted tax breaks.'
EN,'Screens in different departments display different information.'
EN,'He didn\'t give up a hit after the third inning and faced the minimum 15 batters over his final five innings.Johan Santana worked six innings, giving up four runs and nine hits.'
EN,'It would have been a problem, whether or not an employee of one of the mayor\'s restaurants became the prime suspect in a cop killing.'
EN,'A new building is required to meet modern standards of care, including the provision of private bathrooms.'
EN,'Mar 28, 2002 - Thermoplastic Tanks are impact and corrosion resistant.'
EN,'Dragons, Dreams and Daring Deeds,\" is the theme for the Summer Reading Program at the Greenup County libraries.'
EN,'Picking a financial-planning professional is tough, especially since you won\'t really know how good the person is until after you\'ve made or lost money.'
EN,'Museum officials will take visitors on a 45-minute guided tour of the historic DeLong House on upper Glen Street.'
EN,'Mr Hilliard: \"You caused people who believed in you a great deal of embarrassment because they had been wrong?\"'
EN,'\"I\'m always happy to be back here in Kansas,\" he said, seemingly oblivious that he was a good nine-tenths of a mile into Missouri territory.'
EN,'You canâ€™t miss the happy glow in Zoren Legaspi these days.'
EN,'The impressive alumni turnout also included: one of the program\'s first players and current ND Adidas rep.'
EN,'Georgia is likely to start either junior left-hander Will Startup (3-3, 3.10 ERA) or sophomore right-hander Brooks Brown (1-2, 7.71 ERA).'
EN,'For more information on the bikeway master plan, call (843) 676-8600.'
EN,'CONNEAUT, Ohio - A former U.S. Army Ranger killed when his helicopter was shot down in Iraq last month was remembered Saturday in his hometown as a good friend who told bad jokes.'
EN,'John Obi Mikel has claimed he was pressurised into agreeing a deal with Manchester United and did not sign a contract of his own free will.'
EN,'Shanghai Room 2, 3/F, South Pacific Hotel.'
EN,'And it lacks a focal point by which it can define itself, so it made sense to hitch the town to the high-voltage Cape Cod brand.'
EN,'AMSTERDAM, Netherlands - The Dutch voted in their first national referendum Wednesday, choosing whether to accept a proposed European Union constitution just days after France became the first country to reject it.'
EN,'Zorich, who spent 36 years in Chevron\'s finance division.'
EN,'The 21-year-old from Monterey Park, Calif., and his fellow 3rd Platoon warriors cordoned off a two-block radius of Company As area of operations and conducted a detailed search of its buildings and residents.'
EN,'But in early March, Mrs. Groom\'s patience is tested by Brock\'s complaints of a tummyache.'
EN,'During the early hours of Jan. 11, Isbell\'s wife, Melissa, was driving her ill husband to Beauregard Memorial Hospital in DeRidder.'
EN,'Friday, the words rose from his rounded belly, through the gap in his front teeth and into the human rainbow standing in neat rows at Masjid Abdullah.'
EN,'Harrington assured the group that the U-PASS also will require schools to improve performance among all students.'
EN,'Major Niko Allie said the soldier and other troops were protecting an electoral team in Bujumbura Rural province when unidentified assailants opened fire on them.'
EN,'The Rookie of the Year Award will be announced today.'
EN,'Fan magazines like \'MangasZene\' present the latest mangas and animated cartoon films, while the kids write in to tell about their favourite costumes, to trade their comic books or to order T-shirts, action-hero figures, posters and videos.'
EN,'MARK Latham\'s memoirs are an intoxicating cocktail of everyday life in politics containing \"some fantastic bile\", according to two publishers who have seen the former Labor leader\'s explosive diaries.'
EN,'FRANCIS DASS found his time spent with Phillip Greco, who has unearthed one of the largest collections of ancient pottery and porcelain and 13 mysterious statues, engrossing.'
EN,'US PRESSWIREA determined Mike Maroth lets loose against the Twins.'
EN,'Solberg also received a 10-second penalty for arriving late at TC12.'
EN,'A photoblog, after all, is blogging in another dimension and makes full use of two technologies for maximum impact.'
EN,'Others include the California Youth Authority and departments of Mental Health and Developmental Services.'
EN,'THIS WEEK - The Hawkeyes play some strong competition this week with a Wednesday game at No. 4 Nebraska and a four-game series at Michigan.'
EN,'A Scope news focus story on farmers, headlined, \"Beijing farmers struggle as Chinese capital develops,\" and sent earlier is accompanied by one photo, which is available via e-mail.'
EN,'I\'m not the type of person that I used to be.'
EN,'Transportation Department Inspector General Kenneth Mead urged senators to look at Amtrak\'s long-range needs, rather than simply mulling a one-year bailout.'
EN,'Fourteen Grave Diggers exist, Lowe said.'
EN,'I\'m ready to hit the ground running.'
EN,'My mother, V. Ramona Parker, owned and drove her school bus in the Cape Henlopen School District and retired with 30 years service as a bus driver.'
EN,'Ten Iraqi soldiers killed by insurgents were discovered on Saturday dumped in Ramadi, about 110 km (70 miles) west of Baghdad, authorities said.'
EN,'Froman will be named president because she earned it, said NRA board member Todd Rathner of Tucson.'
EN,'You can pick this up by cradling the phone on your shoulder, or bending your neck forward to stare at the monitor.'
EN,'Meantime, officials are warning visitors to drive with caution in this area.'
EN,'Microsoft has been turning up the heat for months, ranging from a weeks-long Internet-based marketing campaign and game, to company Chairman Bill Gates\' releasing some details at a journalists convention this month.'
EN,'But yeah, any soundtrack I could get.'
EN,'Rep. Walt McNutt, R-Sidney, who was serving as presiding officer of the House, told Koopman, who only the day before had referred to lawmakers as \"lice on the body politic to keep his comments to the bill.'
EN,'Shadow federal treasurer Wayne Swan has said.'
EN,'Currently 57 percent feel the country is seriously on the wrong track, while 33 percent believe it is going in the right direction.'
EN,'He saw an object in the custard and put it in his mouth, thinking it was a piece of candy, a Wilmington television station reported Monday.'
EN,'He served in the Army for two years.'
EN,'Off to ABC to watch a bunch of bitter, talentless \"Idol\" rejects who I don\'t want to remember complain and spin lewd lies (or tawdry truths) about a ditzy \"Idol\" judge I wish I could forget.'
EN,'Congress member V. Narayanaswamy wanted the draft bill to ensure that the privacy of politicians was respected.'
EN,'Stung by a 22 percent decrease in its branded pasta sales, American Italian Pasta Co. reported decreased second-quarter earnings that fell short of analysts\' expectations and lower revenue compared with the same quarter last year.'
EN,'At least four people were wounded, the official said.'
EN,'That is a pity as this movie is really good.'
EN,'Right after John Paulâ€™s death on April 2, his admirers, ranging from rank-and-file faithful to top cardinals, started calling for rapid sainthood for the pontiff, who led the Roman Catholic church for 26 years.'
EN,'It\'s been a big challenge, there have been blowouts, but the team hasn\'t lain down.'
EN,'The Dorean Group company, D. Scott Heineman and Kurt Johnson are not licensed to do insurance business in Montana.'
EN,'He told the club\'s official website: \"Strikers are judged on goals.'
EN,'Shares of the other major publishers in the $10 billion U.S. industry fell as well, although analysts saw some problems confined to EA.'
EN,'D.J. Trahan (67) and Ted Purdy (65), whose first tour victory came last week at the Byron Nelson Championship, were tied for second at 9 under.'
EN,'You will find solutions.'
EN,'Life since the Masters, however, has not been without its problems.'
EN,'The high winds were in advance of a front that lowered temperatures 20 degrees and dropped up to an inch of rain in some areas by late Monday.'
EN,'Still, San Diego State, trailing by two going into the ninth, took advantage of a BYU error to pull within one run.'
EN,'John C. Weicher, federal housing commissioner for HUD, said many falsely believed they would lose their home.'
EN,'I lived with a guy who averaged 90 hours a week as an intern - NOT a system that benefits anyone!'
EN,'He can bury his own shot when that\'s the option.'
EN,'Rice herself seems increasingly comfortable in public, where she cuts a dazzling figure with her impeccably coiffed hair and wardrobe ranging from a Matrix-like black coat to red ball gown.'
EN,'The least bad of the available choices here has got to be the one that keeps an airline functioning, that keeps employees being paid Wedoff said.'
EN,'Civil rights: Is Constitution enough protection?'
EN,'The fall in oil prices prompted a selloff in energy stocks, however.'
EN,'Donna M Farrell, the archdiocese\'s spokeswoman, said his case was then referred to the Vatican, which removed him from the priesthood.'
EN,'A PORT Moresby Stock Exchange listed mining giant is facing a class action law suit in the United States.'
EN,'Each team rowed their cardboard creation in the boat harbor from the launch to buoys about 200-feet out and back while being timed.'
EN,'There are still women living on the outskirts of opportunity.\"'
EN,'On the final playoff hole, Cink was in a waste area left of the 16th green.'
EN,'A jury of four enlisted men and two officers was hearing the case at Fort Hood, Texas.'
EN,'Revenue at the company\'s recorded music unit rose 5 percent, and its operating income before depreciation and amortization (OIBDA), a measurement of cash flow preferred by media companies, more than tripled to $72 million.'
EN,'Brazelton would love to emulate them, become a fixture with the Rays, the man asked each April to lead them into the new season.'
EN,'The team, comprising Deputy Election Commissioner Anand Kumar and Legal Advisor S K Mendiratta, undertook a three-day tour to Bihar for an on-the-spot study of the ground situation for holding the general elections exercise.'
EN,'State universities and colleges, local government units, and peopleâ€™s organizations that have been awarded with CommunityBased Forest Management (CBFM) agreements will likewise be tapped as DBPâ€™s forest partners.'
EN,'Messages sent by ham operators painted stark, devastating pictures of the tsunami\'s destruction for the rest of the world.'
EN,'Acid-throwing cases are now heard in Bangladesh by special fast-track courts empowered to pass the death penalty.'
EN,'On the initiative started by Zelena Istra in December 2004, the Inspectorate of Urban Planning of Pula, Istria, annulled two location permits for construction of buildings in the most beautiful recreation zone of Pula Riviera.'
EN,'Yves Parlier seems to have sorted out the early problems he had with his new, radical 60ft hydroplane catamaran MÃ©diatis RÃ©gion Aquitaine, and is now showing off the boat\'s true potential see previous MÃ©diatis RÃ©gion Aquitaine news story here.'
EN,'He said the company was simply seeking to ensure it was not obliged to pay redundancy as well as guarantee staff jobs.'
EN,'Gielow is circulating a letter he plans to send to federal regulators urging them to continue funding for SeniorCare beyond Jan. 1, 2006.'
EN,'On another note, Yusli said turnover velocity remained the top priority.'
EN,'Most recently, Neuwirth has been gathering accolades for the off-Broadway cult hit \"Here Lies Jenny,\" a tribute to the songs of Kurt Weill.'
EN,'In conclusion, analysts now expect Avastin to be the biggest selling cancer drug ever.'
EN,'Giles will have to bowl and run.'
EN,'Sixers coach Jim O\'Brien isn\'t much for the \"Iverson has to carry the team\" thinking, believing the key to what the Sixers are doing is a defensive upgrade.'
EN,'\"If our ruck and midfield can get on top, then hopefully we can finish it off in the forward line.'
EN,'I love both RAIDERS and LAST CRUSADE, but if I had to choose one as my favorite it would be the latter.'
EN,'Don Joslin and Dr. Richard Ingrim served as honorary pallbearers.'
EN,'Many residents work at a nearby eggroll factory.'
EN,'Relations between the two countries plummeted in April after the publication of a Japanese history textbook that, South Korea claimed, glossed over atrocities committed by Tokyo\'s imperial army in World War Two.'
EN,'What\'s going on with Amsterdam?\"'
EN,'Reilly noticed the damage when he went to make sure new design plans left enough room for the oak, at the southwest corner of Eunice Avenue and Jefferson Street, north of Channelside Drive.'
EN,'During his playing career, Hamilton went 70-37 and made the post-season four times, including two NCAA Sweet 16 appearances.'
EN,'The Wynn opening is another pivotal moment in the normalization of leisure and gaming as economic forces in American society,\" says Rothman.'
EN,'UMBC also has scored on half of its man-up chances.'
EN,'Charlotte Yvonne Cheeks, 40, of Flat Shoals Road, Decatur, probation violation.'
EN,'Senate Majority Leader Bill Frist, R-Tenn., second from left, hugs Bishop Harry Jackson, chairman of a group of black pastors, as other black religious leaders look on during a rally Thursday in Washington.'
EN,'Tickets are &#36;6 and showtime is 8:30.'
EN,'The response of Â¡Â®moderateÂ¡Â¯ Muslim thinkers to the radicalsÂ¡Â¯ points of view has so far been rather sparse and inadequate.'
EN,'Outside court, Collier\'s fiance Kris Isleifson said the guilty verdict doesn\'t bring any closure to his emotional wounds.'
EN,'The more they saw, the more drivers savored Sonoma.'
EN,'For which they are put on the death list by the person behind the killings, Tanner.'
EN,'Tech stocks have continued their forward march.'
EN,'De Guzman had a three-shot lead over Paulina Sotto with Crystal Superal and Mia Piccio tied at 76.'
EN,'However, traffic behind the collision stretches for miles.'
EN,'The West Side would be flooded,\" quipped Duane, referring to the North River sewage treatment plant in West Harlem, which is already handling storm and sanitary sewage beyond rated capacity.'
EN,'The contest format is for win and place wagers only with an optional $10 straight exacta also offered.'
EN,'Some might not have their electricity restored until Monday, said Mark Durbin, a spokesman for the utility.\"'
EN,'MTV once again rocks your part of the world this summer with a whopping concert shindig dubbed MTV Hits Cebu on May 14 at the SM City Cebu parking lot.'
EN,'My landlord wonâ€™t catch on until 2007.'
EN,'No wonder it took quite a while for his story to get around _ and for author W.P.'
EN,'After congressional lobbying on Dilgâ€™s part, the stretch of river was turned into a federal refuge.'
EN,'Others in the TCM tribute, including McQueen\'s ex-wife Neile Adams, discuss the actor\'s promiscuity and later drug-induced paranoia.'
EN,'If it wins the tanker contract, the first plane could be delivered in 2008 or 2009, with a maximum annual capacity of 20 aircraft.'
EN,'As it turns out, \"coming back next year\" has been a big theme for the group.'
EN,'As an example of Internet2\'s speed, researchers once showed that they could download a DVD-quality copy of the science fiction movie \"The Matrix\" in just 30 seconds.'
EN,'The centreâ€™s toll-free number (1800-88-9080) is out of order.'
EN,'Aggravated assaults showed the biggest decrease.'
EN,'No life-threatening injuries were reported.'
EN,'Doody and several other lawyers pleaded for the right to hear lead inquiry lawyer Bernard Roy\'s submissions in public before the report is written.'
EN,'Scott Russell hopes to change that tonight.'
EN,'Kornbrust found that search strings that returned sensitive information included \"hacker,\" \"hacking,\" SQL Injection,\" \"Cross Site Scripting,\" Buffer Overflow,\" \"denial of service,\" \"crash,\" \"memory leak,\" \"abort,\" and many more.'
EN,'Bush, however, expressly said he planned to give Negroponte responsibility for the daily briefings at the time the president introduced his choice to be the new director of national intelligence.'
EN,'Senior Jocelyn Hegge will look to improve on her tenth place finish in the pole vault.'
EN,'On Monday, a state board rejected a financing plan for the project.'
EN,'This was below the Wall Street expectation of 32 cents per share.'
EN,'Blair said earlier Monday that if the IRA did give up violence, the onus would then be on Paisley to share power with Sinn Fein.'
EN,'More important, Chier said, the Slider Remix will be easy to use with its pinwheel-like controls and &#151; yes, Azlin &#151; a one-touch silence button.'
EN,'By 14, Reed was running his first real business: selling used Army clothes to friends.'
EN,'Some commercial fish and shellfish, like the Dungeness crab and pink shrimp, have long been recognized as showing cycles of higher and lower abundance.'
EN,'Red ribbons with papal seals are also placed in the coffin.'
EN,'Lib Dem London spokesman Sarah Teather said that \"poll after poll shows the Liberal Democrats ahead amongst students\".'
EN,'It doesnâ€™t matter now if he needs to wait a few months more before making his comeback.'
EN,'It was White\'s responsibility to supervise the alleged victims in their classroom during the 30-minute lunch period.'
EN,'Brown shot 5-under 65 for his first 18 holes.'
EN,'Next, the blue population stars formed from this helium-rich medium.'
EN,'All four boys are in good health.'
EN,'City also had early success last season, sitting in first place in the Western Conference at midseason before falling to fifth with a 7-10-3 record.'
EN,'Another UN team is due in Beirut on Wednesday to prepare the ground for a UN commission probing the killing of former prime minister Rafiq Hariri which was blamed by many on the Lebanese regime and its political masters in Damascus.'
EN,'A study by Allstate Insurance shows that Tucson ranked 54th among 196 communities surveyed to determine accident rates.'
EN,'In a what could be another treat to Cebuano boxing fans, the phenomenal Rey â€œBoom-Boomâ€ Bautista will top bill a Sammy Gello-ani promotion against Gilberto Bolanos, who hails from Ciudad Obregon in Mexico.'
EN,'Rude also pleaded not guilty to a Class A misdemeanor alleging he had sex on several occasions with a 16-year-old Lincoln female, with whom he had dated since last September.'
EN,'The middle schools must also work out how seventh- and eighth-grade non-core classes, such as industrial technology, band and health, will be affected with the move to longer class periods for the core subject areas.'
EN,'However, most of VNPT\'s broadband subscribers are businesses, and is unable to join FPT and Viettel in the race to provide high-speed net access to households.'
EN,'\"I was inside the headquarters building when the explosion took place,\" al-Mahamdawi said.'
EN,'Economists increasingly blame high energy costs for what seems to be an unexpected slowdown in the European economy.'
EN,'There are so many redundant trails and intersections, once you start walking around, the trails start looking alike,\" Stanley said.'
EN,'New York\'s two highest-paid players -- Derek Jeter ($19.6 million) and Alex Rodriguez ($26 million) -- make a combined $45.6 million.'
EN,'Life is good again,\" said Jane Ellis, director of emergency services in Missoula County.Ellis said Missoula 9-1-1 dispatchers knew something was wrong when all the phone lines lit up at the same time.'
EN,'In journalism, you have got to know the content â€“ the programme, the channel, the website.'
EN,'He\'s 30 now and he\'s been damaged goods since 2003.'
EN,'Boardman and his fellow producers conducted a nationwide search for candidates for the show, before meeting the Catteralls through a moveon.org event.'
EN,'Many believe Ellis is cut from the same mold as Sebastian Telfair, who became the first point guard to jump from high school to the NBA.'
EN,'Finally, they decided to \"face the music\" and come out of the woods into the parking lot, where TV cameras, sheriff\'s deputies and dozens of rescuers were waiting.'
EN,'And the most pressing question of all -- could all of his problems stem from the fact that he is harboring a crush on his best friend\'s girl?'
EN,'He was just so desperate to win, but he is a lunatic.'
EN,'The \"groove\" part of the title refers to the repetitive, hypnotic bass lines that anchor most of the songs - although there are detours into other styles and sounds, including a few bizarre skits and a fantastic electric guitar instrumental.'
EN,'Ambassador Bristow said the European Union has fundamental interests in Azerbaijan.'
EN,'She said the union was not only interested in receiving assistance from the government but the time has come for members of the union to also contribute their quota towards the development of communities where they work.'
EN,'When you get these sculptures that were erected by the Grand Army of the Republic back in the 1880s, is that organization still around?\"'
EN,'The scenario is that simple, and not lost on Robson as he said: \"Yes, that would put us down, but one of those teams has to win.'
EN,'PARIS - Protesting winemakers in southwestern France set fire to train cars, pelted them with rocks and blocked rail traffic on their way home from demonstrations Thursday, authorities said.'
EN,'At bottom, the whole debate about the minimum wage (\"either wages or jobs\") is a smokescreen to cover the \"race to the bottom\" embodied in Prime Minister John Howard\'s anti-union plans.'
EN,'Klepps was 3-for-5 at the plate with two RBI.'
EN,'Durrett assured him it was, and that the land being leased was set aside for streets near the subdivision.'
EN,'Later on Friday, top seed Maria Sharapova takes on fellow Russian Elena Bovina.'
EN,'STEUBENVILLE - What turned out to be an just empty piece of plastic pipe had emergency officials taking a bomb threat very seriously Tuesday at Trinity Medical Center West.'
EN,'Catcher Damian Miller, who moved up to the two-hole, was out of the lineup after suffering light-headedness in Friday\'s game, and Yost said he planned to give the veteran a day off anyway.'
EN,'Both of them had trouble getting their games together at the same time, the coach said.'
EN,'Alonso has been tipped as heir apparent to Schumacher after winning the last three races but the German, whose Ferrari team are struggling this year, insists Alonso is just one in a queue of drivers lining up to take his crown.'
EN,'Race director Kalisha Fleischmann said snow conditions should be suitable on Mount Bachelor for the Alpine and Nordic legs of the PPP, and the Deschutes River\'s depth will be sufficient for the paddle portion of the race.'
EN,'The revolt followed popular uprisings in Georgia and Ukraine in the past 18 months that brought to power opposition leaders, raising speculation that other autocratic ex-Soviet regimes could fall soon.'
EN,'- Retail: ShopKo Stores climbed $2.99, or 13 percent, to $26.02 after private equity firm Goldner Hawn Johnson & Morrison announced its $1 billion takeover bid of the regional retailer, which offers general merchandise in its Midwest stores.'
EN,'More than 10,000 pension schemes have wound up.'
EN,'Macromedia shares jumped more than 13 per cent to $4.43.'
EN,'Adam LaRoche led off the 10th with a single against Madson.'
EN,'Bogut and Giacoletti had flown across the country Friday to spend a grand total of five hours in Atlanta.'
EN,'Not just because this playwright has had eight of his last nine plays produced on Broadway.'
EN,'Certainly no one understands these ultimate sources of power better than the corporate owners and the editors of what is still being called mainstream media.'
EN,'Jones tallied three birdies and an eagle, and Tassistro notched a birdie and two eagles, as both players tied for 12th in the individual standings.'
EN,'It could be reading which keeps you away from tension and could help you immerse yourself in a different world.'
EN,'Ticket prices will be announced early next month.'
EN,'According to the article, federal food inspectors found 71 per cent of nutritional supplements and meal replacements tested did not comply with Canadian regulations.'
EN,'Russ Adams and Eric Hinske hit solo homers for the Blue Jays, who have lost two straight after opening with a pair of wins.'
EN,'But on this Memorial Day, Andy\'s name has been added to one of his own crosses.'
EN,'Duncan will shoulder all of the blame if the Spurs blow a 2-0 series lead and if the Spurs remain uncompetitive.'
EN,'However, though a number of changes, it is currently known as NorthWestern Corp. I\'m wondering if that\'s the company you\'re looking for.'
EN,'Several countries will take part in this exhibition.'
EN,'Going to Dublin to see Willie sounds normal to me.'
EN,'She disliked talking to the media and so to find out what she did you have to look at her official biography.'
EN,'Earlier, the court had ordered that the said property would neither be occupied nor put to any use unless the MCD certifies that the construction was in conformity with the sanctioned building plan.'
EN,'THE TIMETABLE for the Â£74 million redevelopment of Taymouth Castle into a hotel complex that will be the last word in luxury has been set down, after Hotels International yesterday confirmed its purchase of the highland Perthshire estate.'
EN,'Anthony Chan, chief economist at JP Morgan Asset Management in Columbus, Ohio.'
EN,'\"We are impressed by the company\'s continued share gains in the handset market on a value basis,\" the firm said.'
EN,'Bombardier, which employs 670 at its facilities in West Mifflin, had revenues for the fiscal year ended Jan. 31 of $15.8 billion.'
EN,'Predicated on the results of this testing, the Labguard(tm) system will be manufactured under OEM (LSE: OEM.L - news) license to major U.S. medical companies.'
EN,'The South failed, during three days of talks earlier this week, to persuade the North to return to six-nation negotiations on its nuclear weapons program.'
EN,'Williams is a member of Republicans for the Flathead, a GOP centrist group formed during the last campaign to combat what he calls \"the ultra-conservatism\" of another faction, the Republican Assembly.'
EN,'Committee was tasked to complete its work in two weeks after its inauguration on March 30 but the time had to be extended for technical reasons.'
EN,'Rebuild humanities programs that have been cut.'
EN,'Benedict\'s foundation office was, appropriately, at the Astronaut Hall of Fame, right next door to Kennedy Space Center.'
EN,'\"Whenever I play Dally, she hits like a thousand drop shots so I\'ve got to be ready for that,\" Williams said.'
EN,'How to do it: Lie on your back with your knees bent and your heels resting on top of the ball.'
EN,'As for manufacturing, jobs fell to 4,400 after posting gains of more than 6,000 in each of the four quarters last year.'
EN,'\"I got hold of a little, and Earl Bowers hand-made some mallets for me and a few others.\"'
EN,'The House on Wednesday approved a one-month extension of the current highway and transit spending program, the seventh such extension necessitated by the inability of the House and Senate to agree on a new, more generous surface transportation bill.'
EN,'The Pope is due to meet visiting dignitaries later in the day and hold an audience for German pilgrims on Monday.'
EN,'That fire rolls down the hill to the rest of us.\"'
EN,'That vote followed rejection May 5 by building and construction trades employees.'
EN,'Bringing kids and seniors together during the vacation Bible school \"is an extension of our program at St. John\'s,\" she said.'
EN,'Joe Giaquinto homered for Notre Dame.'
EN,'At 5 p.m. Monday, October 4th, the doors of Selma\'s Old Armory open for admission to Lion\'s Fair Park, where the 48th Central Alabama Fair will entertain, educate and reward participants daily through Saturday, October 9th.'
EN,'And after 1914, the mineralogists went on to bestow their honor only on single individuals.'
EN,'In the male category, it was Bruce Willis, Tom Cruise and Ethan Hawke as runners up to P. Diddy.'
EN,'Proceeds will benefit Hansen House, a 24-bed residential halfway house in Galloway Township that treats clients for substance and alcohol addiction.'
EN,'Do they resume friendships and activities?'
EN,'RAPID CITY â€” A $15,000 software donation from an Arizona company will give graduates of Western Dakota Technical Institute\'s Paralegal/Legal Assistant program a competitive edge, according to a WDTI instructor.\"'
EN,'This time, with fewer than four minutes left in the second period, the Wizards still hadn\'t scored 40.'
EN,'The search began around 8 a.m. Thursday near the U.S. 35 bridge.'
EN,'It didn\'t fall, although DiMarco made a clutch five-footer to save par and force overtime.'
EN,'Fast fact: Has sailed around world.'
EN,'Two New Jersey pony pickers won $864,000 each for hitting the $1 superfecta â€” picking the top four horses in their order of finish.'
EN,'Norwegian-brokered peace talks have been stalled since April 2003 but a truce that went into effect from February 23, 2002 is holding.'
EN,'In the outlying settlements of Windhoek, if you want water, you must obtain it from communal standpipes.'
EN,'Meanwhile, Mr Moshin Gilani, a FIFA development officer from Pakistan, was in touch with the AIFF secretary Mr Alberto Colaco in Delhi today to hold talks on womenâ€™s football in the country.'
EN,'Suburban lawmakers are already voicing their disappointment.'
EN,'Per NCAA recruiting rules, ND coach Charlie Weis cannot publicly comment on a recruit until the player signs a national letter-of-intent.'
EN,'But with military recruiters struggling for new members and deployment to Iraq a likelihood for enlistees, the traditional image of a woman who enlists has blurred and stretched.'
EN,'Lucas Thwala and Hleza Mofedi, who have battled for some time to find a place in the Orlando Pirates line-up, have received call-ups to join the Bafana Bafana squad for next month\'s 12-nation Concacaf Gold Cup tournament in the United States.'
EN,'In the meanwhile, you could be forgiven for thinking that the almost 10,000 people who have received subpoenas in the US have ended up in court where they were found guilty of file sharing.'
EN,'Her lawyer said outside court that she is being heavily medicated by jail doctors for depression.'
EN,'He is the only person to have played, coached and managed the British Lions.'
EN,'Graeme Souness obviously assumed that Steve McClaren would attack his side, but in fact Boro\'s game plan was exactly the same as his own.'
EN,'â€œWe are highly suspicious of why he was there,â€ Burroughs said.'
EN,'We hope sanity, common sense and prudence prevail.'
EN,'Dowie calls his bank \"very conservative\" but it seems as flexible and opportunistic as the best of local institutions.'
EN,'This weekend, Illinois is at Minnesota, Indiana is at Michigan, Iowa is at Purdue, Penn State is at Michigan State and Ohio State is at Northwestern.'
EN,'A short time later, Rein was back, smiling, happy and bringing the news that his boast came just a bit short.'
